review_id,compound_score
1891,0.5252
1892,0.9313
1893,0.9932
1894,0.8448
1895,0.9993
1896,0.9141
1897,0.9732
1898,0.9475
1899,0.9246
1900,0.9731
1901,-0.9578
1902,0.9867
1903,0.9709
1904,0.9761
1905,0.9633
1906,0.963
1907,0.899
1908,0.1546
1909,0.1546
1910,0.9967
1911,0.9743
1912,0.9158
1913,0.9732
1914,0.9883
1915,0.9992
1916,0.8501
1917,0.9831
1918,0.9967
1919,0.9433
1920,0.4762
1921,0.9775
1922,-0.2755
1923,0.9924
1924,0.9997
1925,0.9666
1926,0.7722
1927,0.9987
1928,0.9986
1929,0.8966
1930,-0.673
1931,0.9822
1932,0.9783
1933,0.8501
1934,0.8501
1935,0.9986
1936,0.9883
1937,0.9936
1938,0.9472
1939,0.9246
1940,0.9932
1941,0.9936
1942,0.8735
1943,0.8501
1944,0.3612
1945,0.8243
1946,0.9975
1947,0.9679
1948,0.9732
1949,0.9743
1950,0.9962
1951,0.9989
1952,0.3612
1953,0.9987
1954,0.9822
1955,0.687
1956,0.9743
1957,0.9936
1958,0.9821
1959,0.8201
1960,0.9844
1961,0.9679
1962,0.9454
1963,0.9633
1964,-0.296
1965,0.3612
1966,0.9633
1967,0.6689
1968,0.9994
1969,0.9881
1970,0.9936
1971,0.9975
1972,0.8966
1973,0.9507
1974,0.8201
1975,0.9
1976,0.9141
1977,-0.2755
1978,0.9822
1979,0.9569
1980,0.8984
1981,0.9743
1982,-0.7352
1983,0.6742
1984,0.9906
1985,-0.8471
1986,0.8329
1987,0.9709
1988,0.8977
1989,0.9967
1990,0.765
1991,-0.1887
1992,0.9931
1993,0.9783
1994,0.9967
1995,-0.393
1996,0.9967
1997,0.9439
1998,-0.7352
1999,0.9986
2000,0.9134
2001,0.9932
2002,0.9967
2003,0.939
2004,0.9158
2005,0.9822
2006,0.9929
2007,0.9141
2008,0.9737
2009,0.9769
2010,0.9709
2011,0.9937
2012,0.9472
2013,0.765
2014,0.9679
2015,-0.5364
2016,0.8834
2017,0.9998
2018,0.9821
2019,-0.1887
2020,0.9815
2021,0.9973
2022,0.9784
2023,0.5252
2024,0.9936
2025,0.9331
2026,0.9987
2027,0.8974
2028,0.9141
2029,0.9472
2030,0.9505
2031,0.9784
2032,0.9985
2033,0.9473
2034,0.9904
2035,0.4404
2036,0.9298
2037,0.8735
2038,0.9967
2039,0.9638
2040,0.9141
2041,-0.5364
2042,0.9968
2043,0.9852
2044,0.9924
2045,0.9345
2046,0.9919
2047,0.9633
2048,0.9072
2049,-0.1973
2050,0.997
2051,0.9899
2052,0.963
2053,0.915
2054,0.8966
2055,0.9652
2056,0.9926
2057,0.381
2058,0.8591
2059,0.9984
2060,0.9888
2061,0.9345
2062,0.9708
2063,0.9692
2064,0.9964
2065,0.8591
2066,0.9472
2067,-0.7352
2068,0.793
2069,0.988
2070,0.9118
2071,0.4373
2072,0.939
2073,0.9439
2074,0.9932
2075,0.4762
2076,0.9334
2077,0.9929
2078,0.9814
2079,0.4404
2080,0.9924
2081,0.9936
2082,0.9986
2083,0.9638
2084,0.9943
2085,0.9345
2086,0.9382
2087,0.9895
2088,0.9769
2089,0.986
2090,0.9516
2091,0.6486
2092,0.7514
2093,0.9285
2094,0.6689
2095,0.5252
2096,0.9709
2097,0.899
2098,0.1823
2099,0.9709
2100,0.9984
2101,0.9967
2102,0.8966
2103,0.9743
2104,0.9475
2105,0.9929
2106,0.9867
2107,0.9867
2108,0.916
2109,0.9937
2110,-0.0161
2111,0.9633
2112,0.9982
2113,0.5252
2114,0.9992
2115,0.9936
2116,0.9982
2117,0.9967
2118,0.9795
2119,0.9967
2120,0.8984
2121,0.9134
2122,0.9141
2123,0.9987
2124,0.8619
2125,0.9439
2126,0.9844
2127,0.9924
2128,0.9958
2129,0.9936
2130,0.8201
2131,0.9992
2132,0.9929
2133,0.9141
2134,0.9246
2135,0.687
2136,0.9936
2137,0.9967
2138,0.9996
2139,0.9679
2140,0.9775
2141,0.9784
2142,0.9246
2143,0.9679
2144,0.9285
2145,0.9924
2146,0.9895
2147,0.9945
2148,0.9867
2149,0.965
2150,0.9987
2151,0.9844
2152,0.9986
2153,0.9141
2154,0.9992
2155,0.1546
2156,0.9783
2157,0.9986
2158,0.9633
2159,0.765
2160,0.9932
2161,0.8735
2162,0.9967
2163,0.8984
2164,0.9937
2165,0.9141
2166,0.9475
2167,0.629
2168,0.9724
2169,0.9937
2170,0.9679
2171,0.9246
2172,0.9001
2173,0.9929
2174,0.9844
2175,0.9986
2176,0.9072
2177,0.9904
2178,0.9932
2179,0.9505
2180,0.9472
2181,0.9505
2182,0.9967
2183,0.9987
2184,0.9929
2185,0.9997
2186,0.9926
2187,0.997
2188,0.8243
2189,0.9992
2190,0.9932
2191,0.9472
2192,0.965
2193,0.9449
2194,0.936
2195,0.9538
2196,0.9488
2197,0.9867
2198,0.9937
2199,0.4762
2200,0.9472
2201,0.9967
2202,0.9987
2203,0.9439
2204,0.9064
2205,0.8501
2206,0.963
2207,0.4404
2208,0.952
2209,0.9743
2210,0.7947
2211,0.9737
2212,0.972
2213,0.9586
2214,0.9929
2215,0.9154
2216,-0.296
2217,0.9472
2218,0.7722
2219,0.9985
2220,0.9246
2221,0.2644
2222,0.991
2223,0.7548
2224,0.9885
2225,0.9446
2226,0.9967
2227,0.9962
2228,0.916
2229,0.9556
2230,0.9787
2231,0.9982
2232,0.9516
2233,0.9743
2234,0.9932
2235,0.5252
2236,0.9967
2237,0.7236
2238,0.8966
2239,0.9539
2240,0.9633
2241,0.921
2242,0.9633
2243,-0.4019
2244,0.9141
2245,0.995
2246,0.5252
2247,0.9472
2248,0.9633
2249,0.5252
2250,0.9331
2251,0.9986
2252,0.9141
2253,0.9926
2254,0.5252
2255,0.9724
2256,0.9844
2257,0.9134
2258,0.9525
2259,0.9947
2260,0.963
2261,0.9844
2262,0.9707
2263,0.9822
2264,0.3612
2265,0.9679
2266,0.8591
2267,0.9844
2268,0.9929
2269,0.1823
2270,0.8201
2271,0.7722
2272,0.9926
2273,0.9985
2274,-0.296
2275,0.9936
2276,0.9992
2277,0.916
2278,0.9475
2279,-0.296
2280,0.9987
2281,0.9505
2282,0.9937
2283,0.9883
2284,0.9439
2285,0.8974
2286,0.8501
2287,0.9724
2288,0.9937
2289,0.9992
2290,0.9883
2291,0.9775
2292,0.9937
2293,0.9345
2294,0.9883
2295,0.9967
2296,0.9987
2297,0.9334
2298,0.8619
2299,0.9709
2300,0.997
2301,0.9743
2302,0.1546
2303,-0.673
2304,0.9831
2305,0.9987
2306,0.9784
2307,0.9943
2308,-0.296
2309,0.9937
2310,0.986
2311,0.9932
2312,0.9285
2313,0.8619
2314,0.9943
2315,0.9937
2316,0.998
2317,0.9783
2318,0.9743
2319,0.8243
2320,0.9929
2321,0.9936
2322,0.997
2323,0.9764
2324,0.9822
2325,0.1823
2326,0.9783
2327,0.4762
2328,0.2644
2329,0.9697
2330,0.9732
2331,0.6689
2332,0.9334
2333,0.9792
2334,0.7722
2335,0.8253
2336,0.8966
2337,0.9141
2338,0.963
2339,0.9475
2340,0.9154
2341,0.9617
2342,0.4762
2343,0.9643
2344,0.8563
2345,0.9633
2346,0.9345
2347,0.9141
2348,0.9967
2349,0.9633
2350,0.9474
2351,0.8966
2352,0.9962
2353,0.9737
2354,0.9141
2355,0.9947
2356,0.4762
2357,0.9724
2358,0.9967
2359,0.5252
2360,0.9439
2361,0.1823
2362,0.9937
2363,0.9883
2364,0.9987
2365,0.9867
2366,0.6689
2367,0.9984
2368,0.9984
2369,0.7643
2370,0.9709
2371,0.9446
2372,-0.5647
2373,0.9736
2374,0.9967
2375,0.9987
2376,0.9924
2377,0.1546
2378,0.9505
2379,0.9967
2380,0.9937
2381,0.9787
2382,0.1546
2383,0.9809
2384,0.8253
2385,0.1823
2386,0.8591
2387,0.1546
2388,0.8253
2389,0.9809
2390,0.9633
2391,0.9967
2392,0.9822
2393,0.9967
2394,0.4762
2395,-0.296
2396,0.9924
2397,0.9967
2398,0.9936
2399,0.921
2400,0.8619
2401,0.1546
2402,0.9246
2403,0.9385
2404,0.9982
2405,0.9979
2406,0.9666
2407,0.9937
2408,0.8266
2409,0.9967
2410,0.8591
2411,0.899
2412,0.9967
2413,0.9439
2414,0.9937
2415,0.9285
2416,0.9831
2417,0.9505
2418,0.9937
2419,0.9932
2420,0.9932
2421,0.9666
2422,0.9679
2423,0.899
2424,0.8735
2425,0.8176
2426,0.9809
2427,0.9439
2428,0.8619
2429,0.6689
2430,0.9709
2431,0.9899
2432,0.9331
2433,0.9709
2434,0.9709
2435,0.9996
2436,0.9997
2437,0.9924
2438,0.9936
2439,0.9439
2440,0.986
2441,0.9932
2442,0.9449
2443,0.9967
2444,0.9141
2445,0.9246
2446,0.9937
2447,0.9784
2448,0.9987
2449,0.9919
2450,0.9992
2451,0.9472
2452,0.9439
2453,0.9866
2454,0.9828
2455,0.9586
2456,0.9141
2457,0.9992
2458,0.921
2459,0.9985
2460,0.9679
2461,0.9246
2462,0.9943
2463,0.1548
2464,0.9647
2465,0.7548
2466,0.9883
2467,0.9967
2468,0.935
2469,0.8591
2470,0.9439
2471,0.9982
2472,0.8966
2473,0.988
2474,0.5574
2475,0.9932
2476,0.9994
2477,0.963
2478,0.9631
2479,0.8243
2480,0.9932
2481,0.9932
2482,0.9937
2483,0.9697
2484,0.9932
2485,0.9962
2486,0.9986
2487,0.9439
2488,0.9397
2489,0.9647
2490,0.4762
2491,0.9439
2492,0.9775
2493,0.9001
2494,0.9743
2495,0.9992
2496,0.9984
2497,0.9924
2498,0.8957
2499,0.9936
2500,0.9989
2501,0.629
2502,0.9474
2503,0.4762
2504,0.8176
2505,0.9569
2506,0.9679
2507,0.8966
2508,0.7579
2509,0.8371
2510,-0.5364
2511,0.9724
2512,0.9967
2513,0.9967
2514,0.9968
2515,0.9472
2516,0.9932
2517,0.9472
2518,0.9967
2519,0.9855
2520,0.9439
2521,0.9539
2522,0.8966
2523,0.9472
2524,0.963
2525,0.9154
2526,-0.296
2527,0.9929
2528,0.9743
2529,0.8619
2530,0.9764
2531,0.3612
2532,0.9331
2533,0.9926
2534,0.8984
2535,0.9633
2536,0.9633
2537,0.7964
2538,0.8966
2539,0.9828
2540,-0.673
2541,0.979
2542,0.9844
2543,0.9764
2544,0.4404
2545,0.9787
2546,0.9936
2547,0.979
2548,0.9439
2549,0.8984
2550,0.8984
2551,0.9987
2552,0.9899
2553,0.9937
2554,0.9929
2555,0.9992
2556,0.9937
2557,0.9929
2558,0.8591
2559,0.9743
2560,0.9569
2561,0.9166
2562,0.8767
2563,0.9967
2564,0.9709
2565,0.9792
2566,0.9866
2567,0.9385
2568,0.9679
2569,0.9936
2570,0.9992
2571,0.9929
2572,0.9932
2573,-0.296
2574,0.587
2575,0.9924
2576,0.9992
2577,0.9943
2578,0.8966
2579,0.9987
2580,0.9936
2581,0.9924
2582,0.9992
2583,0.9709
2584,0.9904
2585,0.8966
2586,0.965
2587,0.9932
2588,0.986
2589,0.6759
2590,0.916
2591,0.9472
2592,0.9932
2593,0.9967
2594,0.9932
2595,0.3571
2596,0.9822
2597,0.9062
2598,0.629
2599,0.9472
2600,0.9987
2601,0.9982
2602,0.9936
2603,0.9246
2604,0.9792
2605,0.8966
2606,0.1546
2607,0.9984
2608,0.891
2609,0.9488
2610,0.9666
2611,0.9996
2612,0.9297
2613,0.9331
2614,0.3734
2615,0.9883
2616,0.9834
2617,0.9833
2618,0.9936
2619,-0.1887
2620,0.7089
2621,0.9371
2622,0.9743
2623,0.7722
2624,0.9932
2625,0.9633
2626,0.7089
2627,0.9991
2628,0.4404
2629,0.9158
2630,0.9784
2631,0.9403
2632,0.9936
2633,0.9926
2634,0.9967
2635,0.9967
2636,0.8516
2637,0.9987
2638,0.9709
2639,0.8501
2640,0.9062
2641,-0.1887
2642,0.6631
2643,0.9987
2644,0.9967
2645,0.9246
2646,0.9932
2647,-0.7455
2648,0.9932
2649,0.9921
2650,0.988
2651,0.687
2652,0.9814
2653,0.4404
2654,0.9439
2655,0.9633
2656,0.9987
2657,0.9934
2658,0.9992
2659,0.9992
2660,0.9967
2661,0.9987
2662,0.9932
2663,0.9982
2664,-0.5364
2665,0.9936
2666,0.9985
2667,0.8619
2668,0.9709
2669,0.9661
2670,0.9975
2671,0.9867
2672,-0.7352
2673,0.9345
2674,0.963
2675,0.916
2676,0.9883
2677,0.9867
2678,0.9963
2679,0.9633
2680,0.9924
2681,0.9141
2682,0.9967
2683,0.9827
2684,0.9932
2685,0.9709
2686,0.9992
2687,0.9679
2688,0.9937
2689,-0.296
2690,0.9986
2691,0.9932
2692,0.9141
2693,0.9505
2694,0.6357
2695,0.9929
2696,0.9987
2697,0.7722
2698,0.9883
2699,0.9246
2700,0.9924
2701,0.6759
2702,0.9932
2703,0.793
2704,0.9967
2705,0.9987
2706,0.9987
2707,0.9141
2708,0.765
2709,0.8974
2710,0.899
2711,0.8834
2712,0.9246
2713,0.952
2714,0.9967
2715,0.9967
2716,0.9987
2717,0.9993
2718,0.9967
2719,0.9992
2720,0.9943
2721,0.9937
2722,0.9996
2723,0.9822
2724,0.9062
2725,0.9709
2726,0.1546
2727,0.8501
2728,0.8619
2729,0.9709
2730,0.8619
2731,0.8501
2732,0.9937
2733,0.296
2734,0.1546
2735,0.9992
2736,0.9867
2737,0.1546
2738,0.9141
2739,0.9937
2740,0.9141
2741,0.381
2742,0.8448
2743,0.381
2744,0.9475
2745,0.8619
2746,0.9881
2747,0.8883
2748,0.381
2749,0.3612
2750,0.9982
2751,-0.4019
2752,0.9866
2753,0.3612
2754,0.9743
2755,0.9987
2756,0.9936
2757,0.8735
2758,0.9433
2759,0.8329
2760,0.9617
2761,0.9633
2762,0.9986
2763,0.9784
2764,0.8735
2765,-0.296
2766,0.9763
2767,0.4762
2768,0.6689
2769,0.9855
2770,0.9784
2771,0.381
2772,0.381
2773,0.9932
2774,0.9967
2775,0.9936
2776,0.9246
2777,0.9439
2778,0.9809
2779,0.8957
2780,0.9945
2781,0.916
2782,0.9985
2783,0.9937
2784,0.1004
2785,0.9743
2786,0.9475
2787,0.9883
2788,0.9745
2789,0.96
2790,-0.296
2791,0.9899
2792,0.9709
2793,0.9899
2794,0.9743
2795,0.9633
2796,0.9947
2797,0.9784
2798,0.1546
2799,0.3612
2800,0.9967
2801,0.981
2802,0.9867
2803,0.9987
2804,0.4939
2805,0.9992
2806,0.9505
2807,0.9987
2808,0.9932
2809,0.9937
2810,0.8883
2811,0.6689
2812,0.6631
2813,0.8883
2814,0.9855
2815,0.9895
2816,0.9947
2817,0.8883
2818,0.9906
2819,0.9569
2820,0.9784
2821,0.9783
2822,0.8687
2823,0.9633
2824,0.9472
2825,0.9731
2826,0.9787
2827,0.9827
2828,0.9967
2829,0.9001
2830,0.9967
2831,0.9925
2832,0.9814
2833,0.9433
2834,0.3612
2835,0.9569
2836,0.4404
2837,0.9433
2838,0.8591
2839,0.9947
2840,0.8563
2841,0.9505
2842,0.9745
2843,0.9932
2844,0.9833
2845,0.9822
2846,0.8957
2847,0.8529
2848,0.9827
2849,0.6689
2850,0.9997
2851,0.8842
2852,0.381
2853,0.9929
2854,0.9932
2855,0.9924
2856,0.9947
2857,0.7964
2858,0.8966
2859,0.7964
2860,0.9732
2861,0.9001
2862,0.9993
2863,0.921
2864,0.9921
2865,0.9997
2866,0.9967
2867,0.9737
2868,-0.673
2869,0.9866
2870,0.9867
2871,0.9984
2872,0.8966
2873,0.4762
2874,0.9929
2875,0.9967
2876,0.9633
2877,0.9525
2878,0.9967
2879,0.9967
2880,0.9937
2881,-0.0161
2882,0.8767
2883,0.9924
2884,0.9821
2885,0.9633
2886,0.687
2887,0.988
2888,0.9633
2889,0.9279
2890,0.9783
2891,0.9246
2892,0.9525
2893,0.8591
2894,0.7579
2895,0.921
2896,0.9987
2897,0.9844
2898,0.9962
2899,0.9709
2900,0.8253
2901,0.765
2902,0.9899
2903,0.9385
2904,0.96
2905,0.9775
2906,0.9984
2907,0.765
2908,0.9992
2909,0.9833
2910,0.936
2911,0.9424
2912,0.9987
2913,0.965
2914,0.7722
2915,0.8201
2916,0.9867
2917,0.9992
2918,0.8735
2919,0.9638
2920,0.9967
2921,0.9962
2922,0.9439
2923,0.9929
2924,0.9764
2925,0.9867
2926,-0.296
2927,0.3612
2928,0.9967
2929,0.765
2930,0.9775
2931,0.989
2932,0.8501
2933,0.9662
2934,0.9449
2935,0.8717
2936,0.9929
2937,0.9828
2938,0.9929
2939,0.9987
2940,0.9472
2941,0.9967
2942,0.9764
2943,0.9472
2944,0.9472
2945,0.8082
2946,-0.296
2947,0.9062
2948,0.9732
2949,0.9852
2950,0.9924
2951,-0.4109
2952,0.9867
2953,0.9679
2954,0.989
2955,-0.296
2956,0.9962
2957,0.9967
2958,0.793
2959,0.9815
2960,0.9967
2961,-0.1973
2962,0.9829
2963,0.9482
2964,0.9334
2965,-0.9578
2966,0.8591
2967,0.9062
2968,0.7933
2969,0.9932
2970,0.8591
2971,0.9761
2972,0.793
2973,0.9787
2974,0.9775
2975,0.296
2976,0.765
2977,0.9732
2978,0.9943
2979,0.1548
2980,0.9936
2981,0.9943
2982,0.9433
2983,0.0276
2984,0.9769
2985,0.587
2986,0.9987
2987,0.9792
2988,0.9967
2989,0.9992
2990,0.9624
2991,0.8253
2992,0.916
2993,0.9967
2994,0.9967
2995,0.9393
2996,0.8735
2997,0.8619
2998,0.9297
2999,0.997
3000,0.9538
3001,0.9246
3002,0.9967
3003,0.7579
3004,0.9141
3005,0.989
3006,0.9482
3007,0.8176
3008,0.9867
3009,0.9967
3010,0.9867
3011,0.9936
3012,0.9926
3013,0.1546
3014,0.9992
3015,0.9986
3016,0.9154
3017,0.1823
3018,0.8253
3019,0.9936
3020,0.9987
3021,0.9787
3022,0.9866
3023,0.9783
3024,0.9861
3025,0.9472
3026,0.9947
3027,0.9943
3028,0.9924
3029,0.765
3030,0.9955
3031,0.5574
3032,0.916
3033,0.8966
3034,0.7918
3035,0.936
3036,0.9822
3037,0.9062
3038,0.9482
3039,0.9833
3040,0.8735
3041,0.765
3042,0.6729
3043,-0.296
3044,0.9141
3045,0.9932
3046,0.9867
3047,0.9936
3048,0.9507
3049,0.9707
3050,0.9929
3051,0.9987
3052,0.3734
3053,0.962
3054,0.9141
3055,0.6631
3056,0.9062
3057,0.381
3058,0.8957
3059,0.7089
3060,0.997
3061,0.9062
3062,0.9737
3063,0.9313
3064,0.9992
3065,0.921
3066,0.3206
3067,0.9936
3068,0.9985
3069,0.957
3070,0.9831
3071,0.997
3072,0.9861
3073,-0.1887
3074,0.9981
3075,0.8717
3076,0.9921
3077,0.9987
3078,0.9967
3079,0.9516
3080,0.5318
3081,0.9785
3082,0.9821
3083,0.9652
3084,-0.393
3085,0.9936
3086,0.9449
3087,0.9984
3088,0.8151
3089,0.8966
3090,0.952
3091,0.9513
3092,0.4404
3093,0.9382
3094,0.9967
3095,0.9967
3096,0.9926
3097,0.9505
3098,0.9475
3099,0.9926
3100,0.9285
3101,0.9633
3102,0.9992
3103,0.9967
3104,0.9992
3105,0.8201
3106,0.9906
3107,0.9987
3108,0.9924
3109,0.9062
3110,0.9926
3111,0.9967
3112,0.9967
3113,0.4404
3114,0.9904
3115,0.9141
3116,0.3612
3117,0.9633
3118,-0.7455
3119,0.9475
3120,0.9285
3121,0.9945
3122,0.9331
3123,0.9586
3124,0.9987
3125,0.9765
3126,0.9516
3127,0.8501
3128,0.9569
3129,0.9932
3130,0.296
3131,0.9967
3132,0.9778
3133,0.9439
3134,0.9924
3135,0.9338
3136,0.9784
3137,0.8984
3138,0.9986
3139,0.8243
3140,0.765
3141,0.9638
3142,0.9983
3143,0.9633
3144,0.9708
3145,0.9141
3146,0.965
3147,0.8966
3148,0.4762
3149,0.8735
3150,0.995
3151,0.916
3152,0.793
3153,0.8501
3154,0.9893
3155,0.8977
3156,0.9994
3157,0.6925
3158,-0.9578
3159,0.6641
3160,0.9967
3161,0.7772
3162,0.4404
3163,0.5252
3164,0.9141
3165,0.5318
3166,0.8735
3167,0.9449
3168,0.8529
3169,0.9936
3170,0.988
3171,0.899
3172,0.9929
3173,0.9993
3174,0.9967
3175,0.9994
3176,0.9775
3177,0.9141
3178,0.9967
3179,0.7579
3180,0.9141
3181,0.7964
3182,0.9418
3183,0.9828
3184,0.9936
3185,0.9775
3186,0.9439
3187,0.9921
3188,0.765
3189,0.9062
3190,0.9885
3191,0.9383
3192,0.9727
3193,0.765
3194,0.9285
3195,0.9334
3196,0.9994
3197,0.9967
3198,0.9962
3199,0.972
3200,0.9795
3201,0.9141
3202,0.9937
3203,0.8735
3204,0.9921
3205,0.9647
3206,0.9925
3207,0.9737
3208,0.9967
3209,0.9994
3210,0.9334
3211,0.9538
3212,0.9962
3213,0.8462
3214,-0.0161
3215,0.9932
3216,0.6925
3217,0.939
3218,0.9814
3219,-0.9578
3220,0.8591
3221,0.9783
3222,0.25
3223,0.9475
3224,0.9827
3225,0.9962
3226,0.9154
3227,0.8966
3228,0.8082
3229,0.9141
3230,0.9666
3231,0.8966
3232,0.9987
3233,0.765
3234,0.761
3235,0.1546
3236,0.9967
3237,0.3612
3238,0.4404
3239,0.1546
3240,0.9569
3241,0.9745
3242,0.9475
3243,0.8966
3244,-0.0161
3245,0.9937
3246,0.921
3247,0.587
3248,0.9727
3249,0.9795
3250,0.9643
3251,0.9433
3252,0.6631
3253,0.9418
3254,0.9929
3255,0.9885
3256,0.9924
3257,0.9643
3258,0.9505
3259,0.9783
3260,-0.7455
3261,0.9001
3262,0.9783
3263,0.7003
3264,0.9998
3265,-0.393
3266,0.9732
3267,0.9439
3268,0.836
3269,0.994
3270,0.7089
3271,0.9813
3272,0.965
3273,0.9482
3274,0.5574
3275,0.9995
3276,0.9001
3277,0.9472
3278,0.9472
3279,0.3571
3280,0.989
3281,0.9439
3282,0.8176
3283,0.9538
3284,0.9936
3285,0.9871
3286,0.96
3287,0.8867
3288,0.9707
3289,0.9982
3290,0.9141
3291,0.9883
3292,0.9926
3293,0.9855
3294,0.9679
3295,0.9285
3296,0.9992
3297,0.6486
3298,0.9924
3299,0.9992
3300,0.6631
3301,0.9867
3302,0.9992
3303,0.899
3304,0.9472
3305,0.981
3306,0.9679
3307,0.9921
3308,0.9987
3309,0.9986
3310,0.9946
3311,0.9647
3312,0.9992
3313,0.9679
3314,0.9936
3315,0.9852
3316,0.9967
3317,0.3612
3318,0.7964
3319,0.952
3320,-0.5597
3321,0.9331
3322,0.9919
3323,0.986
3324,0.9967
3325,0.2644
3326,0.9986
3327,0.9439
3328,0.9141
3329,0.5252
3330,0.9775
3331,0.9525
3332,0.8984
3333,0.9792
3334,0.9993
3335,0.9638
3336,0.9992
3337,0.7554
3338,0.9001
3339,0.9985
3340,-0.1531
3341,0.4762
3342,0.9937
3343,0.899
3344,0.3612
3345,0.952
3346,0.8687
3347,0.9926
3348,0.9062
3349,0.9932
3350,0.9929
3351,0.9158
3352,0.9833
3353,0.2263
3354,0.9472
3355,0.9855
3356,0.9525
3357,0.381
3358,0.9525
3359,0.9647
3360,0.899
3361,0.9932
3362,-0.4019
3363,0.8984
3364,0.9822
3365,-0.673
3366,0.9141
3367,0.9724
3368,0.9992
3369,0.989
3370,0.9449
3371,0.9937
3372,0.9586
3373,0.979
3374,0.899
3375,0.9814
3376,0.3612
3377,0.9943
3378,0.9929
3379,0.965
3380,0.9921
3381,0.989
3382,0.5252
3383,0.9763
3384,0.9638
3385,0.9285
3386,0.9904
3387,0.9967
3388,0.9992
3389,0.4762
3390,0.3612
3391,0.9967
3392,0.9724
3393,0.988
3394,0.9881
3395,0.9569
3396,0.9525
3397,0.9745
3398,-0.1973
3399,0.9062
3400,0.963
3401,0.9926
3402,0.1823
3403,0.9924
3404,0.9472
3405,0.989
3406,0.9844
3407,0.8591
3408,0.952
3409,0.8735
3410,0.972
3411,0.995
3412,0.9969
3413,0.9937
3414,0.9982
3415,0.9932
3416,-0.7352
3417,0.9646
3418,0.9679
3419,0.8834
3420,-0.296
3421,0.936
3422,0.9866
3423,0.9867
3424,-0.9578
3425,0.9449
3426,0.9967
3427,0.8176
3428,0.957
3429,0.9062
3430,0.9967
3431,0.9439
3432,0.9775
3433,0.9662
3434,0.963
3435,0.9929
3436,0.9899
3437,0.9932
3438,0.9924
3439,0.5252
3440,0.9962
3441,0.9967
3442,0.687
3443,0.9569
3444,0.9926
3445,0.9633
3446,0.9709
3447,0.9828
3448,0.9001
3449,0.687
3450,0.8984
3451,0.9958
3452,0.9992
3453,0.4939
3454,0.9993
3455,0.9932
3456,0.9472
3457,0.1546
3458,0.9937
3459,0.9932
3460,0.9382
3461,0.9987
3462,0.9967
3463,0.9924
3464,0.9899
3465,0.9505
3466,0.9926
3467,0.989
3468,0.687
3469,0.9141
3470,-0.7352
3471,0.9985
3472,0.9932
3473,0.9724
3474,0.9937
3475,0.9926
3476,0.7579
3477,0.9973
3478,0.9967
3479,0.9967
3480,0.9962
3481,0.9844
3482,0.9783
3483,-0.5597
3484,0.9924
3485,0.8501
3486,0.9992
3487,0.9932
3488,0.9569
3489,0.9795
3490,0.9472
3491,0.793
3492,0.8243
3493,-0.5364
3494,-0.4019
3495,0.9932
3496,0.9987
3497,0.3612
3498,0.9936
3499,0.7947
3500,0.9947
3501,0.9967
3502,0.9994
3503,0.7772
3504,0.9814
3505,0.9967
3506,0.9967
3507,0.9666
3508,0.8619
3509,0.9967
3510,0.9881
3511,0.9297
3512,0.9693
3513,0.9745
3514,0.9285
3515,0.9947
3516,0.9439
3517,0.7772
3518,0.9638
3519,-0.5364
3520,0.8591
3521,0.9709
3522,0.4404
3523,0.9633
3524,0.765
3525,0.9967
3526,0.9474
3527,0.4624
3528,0.9586
3529,0.9505
3530,0.6689
3531,0.9141
3532,0.9062
3533,0.921
3534,0.899
3535,0.8329
3536,0.9062
3537,0.972
3538,0.9216
3539,0.9984
3540,0.9246
3541,0.9992
3542,0.4762
3543,0.9638
3544,0.9967
3545,0.9108
3546,0.9881
3547,0.9992
3548,0.9743
3549,0.8735
3550,0.9831
3551,0.9982
3552,0.9062
3553,0.8984
3554,0.687
3555,0.9906
3556,0.972
3557,0.1823
3558,0.9166
3559,0.986
3560,0.8974
3561,0.9936
3562,0.9993
3563,0.8867
3564,0.9118
3565,0.9937
3566,0.1823
3567,-0.5364
3568,0.9763
3569,0.9982
3570,0.9936
3571,0.9709
3572,0.9472
3573,0.9992
3574,0.7964
3575,0.9108
3576,0.9828
3577,0.9987
3578,0.629
3579,0.7947
3580,0.9936
3581,0.9926
3582,0.972
3583,0.9986
3584,0.9866
3585,0.899
3586,0.9867
3587,0.9661
3588,0.9482
3589,0.9969
3590,0.7236
3591,0.9724
3592,0.9732
3593,0.9397
3594,0.8966
3595,0.9334
3596,0.6611
3597,0.587
3598,0.3571
3599,0.765
3600,0.9439
3601,0.9932
3602,0.9967
3603,0.8966
3604,0.7722
3605,0.1823
3606,0.9967
3607,0.765
3608,0.9736
3609,0.9141
3610,0.1546
3611,0.9822
3612,0.7089
3613,0.9936
3614,0.765
3615,0.9397
3616,0.9936
3617,0.9783
3618,0.9439
3619,0.9921
3620,0.9784
3621,0.9662
3622,0.8448
3623,-0.7352
3624,0.9737
3625,0.9679
3626,0.1546
3627,0.9345
3628,0.9246
3629,0.936
3630,0.9617
3631,0.9118
3632,0.9937
3633,0.9987
3634,0.9775
3635,0.9992
3636,0.9763
3637,0.687
3638,0.9926
3639,0.9001
3640,0.9904
3641,0.9472
3642,0.8966
3643,0.9345
3644,0.9737
3645,0.9926
3646,0.9932
3647,0.8966
3648,0.7003
3649,0.9638
3650,0.9833
3651,0.991
3652,0.9
3653,0.9679
3654,0.9001
