review_id,compound_score
631,0.936
632,0.9937
633,0.9787
634,0.9992
635,0.9932
636,0.8501
637,0.9929
638,0.765
639,0.9932
640,0.9936
641,0.9986
642,0.9121
643,0.9403
644,0.9439
645,0.9606
646,0.9709
647,0.9967
648,0.9297
649,0.9763
650,0.9967
651,0.997
652,0.9154
653,0.9937
654,0.9919
655,0.891
656,0.9937
657,0.3612
658,0.5467
659,0.9827
660,0.9997
661,0.9814
662,0.7964
663,0.9937
664,0.8957
665,0.9724
666,0.5252
667,0.9932
668,0.9516
669,0.6249
670,0.9141
671,0.9937
672,0.9822
673,0.9516
674,0.8883
675,0.9991
676,0.9974
677,0.9246
678,0.9814
679,-0.673
680,0.9732
681,0.8448
682,0.8501
683,0.8974
684,0.8619
685,0.8966
686,0.9784
687,0.9987
688,0.995
689,0.9633
690,0.9967
691,0.9993
692,0.9338
693,0.9962
694,0.9709
695,0.9936
696,0.9745
697,0.9783
698,0.1823
699,0.793
700,0.9158
701,0.9001
702,0.9967
703,0.7236
704,0.793
705,0.9743
706,0.9507
707,0.1546
708,0.9962
709,0.9732
710,0.921
711,0.9883
712,0.8834
713,0.9929
714,0.9001
715,0.9936
716,0.9967
717,0.765
718,0.8966
719,0.9569
720,0.9943
721,0.9246
722,0.963
723,0.9743
724,0.8462
725,0.9783
726,0.9638
727,0.9992
728,0.9996
729,0.9822
730,0.9867
731,0.9992
732,0.8619
733,0.9449
734,0.9784
735,0.9987
736,0.9525
737,0.9745
738,0.9984
739,0.9062
740,0.7469
741,0.9855
742,0.687
743,0.9345
744,0.9516
745,0.9885
746,0.9936
747,0.9334
748,0.9792
749,0.9985
750,0.9906
751,0.9583
752,0.793
753,0.9638
754,0.9937
755,0.9783
756,0.8966
757,0.9525
758,0.629
759,0.936
760,0.9732
761,-0.673
762,0.9984
763,0.9795
764,0.9732
765,0.9732
766,0.8591
767,0.9062
768,0.9321
769,0.9246
770,0.9866
771,0.9936
772,0.1823
773,0.7579
774,0.9158
775,0.9141
776,0.9062
777,0.9899
778,0.9792
779,0.9975
780,0.9787
781,0.9707
782,0.9285
783,0.9731
784,0.9899
785,0.9792
786,0.9982
787,0.9986
788,0.9385
789,0.9795
790,0.8591
791,0.935
792,0.9929
793,0.7389
794,0.9196
795,0.899
796,0.8176
797,0.9998
798,0.9732
799,0.4762
800,0.9732
801,0.5252
802,0.8883
803,0.991
804,0.9987
805,0.9331
806,0.1823
807,0.9647
808,0.381
809,0.9001
810,0.9787
811,0.9488
812,0.9985
813,0.9439
814,0.9783
815,0.9681
816,0.9472
817,0.9439
818,0.9385
819,-0.4019
820,0.8176
821,0.8966
822,0.9385
823,0.9439
824,0.9297
825,0.4762
826,0.9881
827,0.1546
828,0.6729
829,0.9781
830,0.765
831,0.9334
832,-0.9808
833,0.9472
834,0.587
835,-0.393
836,0.957
837,0.9246
838,-0.1973
839,0.9967
840,0.8767
841,0.9967
842,0.9822
843,-0.7455
844,0.9982
845,0.9924
846,0.9433
847,0.6249
848,0.9246
849,0.9792
850,0.9569
851,0.381
852,0.9696
853,0.7964
854,0.9285
855,0.8797
856,0.9924
857,0.8984
858,0.9926
859,0.9763
860,0.9822
861,-0.673
862,0.7003
863,0.3612
864,0.7722
865,0.9986
866,0.9822
867,0.9881
868,0.7918
869,0.9885
870,0.9439
871,0.9666
872,0.9936
873,0.9904
874,0.9196
875,0.9987
876,0.6689
877,0.997
878,0.9987
879,0.9937
880,0.921
881,0.9638
882,0.7722
883,0.9633
884,0.9967
885,0.1823
886,0.9154
887,0.9987
888,0.3612
889,0.4404
890,0.8957
891,0.899
892,0.9936
893,0.9709
894,0.9569
895,0.989
896,0.9783
897,0.9967
898,0.8974
899,0.9141
900,0.921
901,0.9924
902,0.9926
903,0.9967
904,0.965
905,0.9743
906,0.9439
907,0.9334
908,0.9475
909,0.9967
910,0.8974
911,0.8619
912,0.9985
913,0.9992
914,0.3612
915,0.9986
916,0.9784
917,0.8966
918,0.9992
919,0.9569
920,0.1823
921,0.9967
922,0.8448
923,0.8974
924,0.9745
925,0.9709
926,0.9936
927,0.8974
928,0.9926
929,0.9932
930,-0.2755
931,0.8583
932,0.9844
933,0.9743
934,0.7541
935,0.9924
936,0.936
937,0.965
938,0.5252
939,0.9745
940,0.9948
941,0.8344
942,0.9141
943,0.9967
944,0.9472
945,0.9709
946,0.9967
947,0.9724
948,0.916
949,0.9967
950,0.1546
951,0.8883
952,0.9538
953,0.9936
954,0.9652
955,0.8243
956,0.9984
957,0.765
958,0.9932
959,0.9967
960,0.9334
961,0.9313
962,0.9707
963,0.9967
964,0.9709
965,0.9967
966,0.9967
967,0.957
968,0.9297
969,0.9967
970,0.8591
971,0.9787
972,0.9141
973,0.9932
974,0.1546
975,0.9679
976,0.9936
977,0.9894
978,0.4404
979,0.9932
980,0.9919
981,0.9196
982,0.9775
983,0.9775
984,0.9861
985,0.9962
986,0.9932
987,-0.4019
988,0.6486
989,0.8523
990,0.9967
991,0.9569
992,0.793
993,0.9987
994,0.8591
995,0.8529
996,0.9989
997,0.997
998,0.9505
999,0.9985
1000,0.381
1001,0.9962
1002,0.9987
1003,0.9745
1004,0.9516
1005,0.9985
1006,0.9732
1007,0.9633
1008,0.6611
1009,0.9781
1010,0.9246
1011,0.9748
1012,0.9787
1013,0.4624
1014,0.9403
1015,0.9731
1016,0.9638
1017,0.9679
1018,0.9992
1019,0.9967
1020,0.9707
1021,0.9986
1022,0.6689
1023,0.9991
1024,0.9932
1025,0.9141
1026,0.9984
1027,0.9822
1028,0.9967
1029,-0.2755
1030,0.9285
1031,0.7722
1032,0.9883
1033,0.9987
1034,0.9784
1035,0.8619
1036,-0.0516
1037,0.9926
1038,0.9763
1039,0.9743
1040,0.9967
1041,0.9638
1042,0.7469
1043,0.9996
1044,0.9814
1045,0.9947
1046,0.9338
1047,0.5252
1048,0.9474
1049,0.963
1050,0.981
1051,0.988
1052,0.965
1053,0.9827
1054,0.4404
1055,0.9967
1056,0.899
1057,0.9569
1058,0.899
1059,0.9569
1060,0.9962
1061,0.9784
1062,0.9472
1063,0.9472
1064,-0.7352
1065,0.9987
1066,0.9993
1067,0.9945
1068,0.8834
1069,0.8974
1070,0.9987
1071,0.9992
1072,0.765
1073,0.9904
1074,-0.9578
1075,0.936
1076,0.9709
1077,0.9743
1078,0.963
1079,0.8619
1080,0.9784
1081,0.965
1082,0.9666
1083,0.9638
1084,0.9724
1085,0.9743
1086,-0.4019
1087,0.9679
1088,0.9062
1089,0.9993
1090,0.8664
1091,0.9745
1092,0.9743
1093,0.9932
1094,0.9992
1095,0.381
1096,0.7236
1097,-0.8471
1098,0.9784
1099,0.9831
1100,0.9943
1101,0.9141
1102,0.8735
1103,0.9246
1104,0.9929
1105,0.9941
1106,0.9482
1107,0.3612
1108,0.3571
1109,0.9967
1110,0.9439
1111,0.899
1112,-0.7352
1113,0.7469
1114,0.936
1115,0.5252
1116,0.9929
1117,0.9338
1118,0.9992
1119,0.9992
1120,0.9932
1121,0.9992
1122,0.9929
1123,0.9926
1124,0.9967
1125,0.9987
1126,0.5252
1127,0.9708
1128,0.9709
1129,0.9505
1130,0.9967
1131,0.4939
1132,0.9743
1133,0.9989
1134,0.9855
1135,0.9992
1136,0.9967
1137,0.3612
1138,0.9784
1139,0.9919
1140,0.9141
1141,0.989
1142,0.9866
1143,0.9338
1144,0.9196
1145,0.9633
1146,0.4404
1147,0.9962
1148,0.9986
1149,0.9331
1150,0.4404
1151,0.995
1152,0.9246
1153,0.3612
1154,0.9967
1155,0.9158
1156,0.985
1157,0.916
1158,0.2644
1159,0.9732
1160,0.9962
1161,0.9482
1162,0.9993
1163,0.9967
1164,0.8501
1165,0.9921
1166,0.9743
1167,-0.9373
1168,0.9141
1169,0.381
1170,0.9475
1171,0.972
1172,0.9936
1173,0.9569
1174,0.9996
1175,0.8966
1176,0.9633
1177,0.9992
1178,0.9586
1179,0.1546
1180,0.9141
1181,0.9967
1182,0.9439
1183,0.9795
1184,0.9866
1185,0.9937
1186,0.9967
1187,0.1546
1188,0.381
1189,0.6486
1190,0.9867
1191,0.916
1192,-0.296
1193,0.9783
1194,0.9993
1195,0.9814
1196,0.8501
1197,0.9586
1198,0.4762
1199,0.9932
1200,0.3612
1201,0.2243
1202,0.9955
1203,0.1546
1204,0.8966
1205,0.9937
1206,0.9569
1207,0.9987
1208,0.9666
1209,-0.673
1210,0.7389
1211,0.9943
1212,0.3723
1213,0.7003
1214,0.9986
1215,0.8462
1216,0.8563
1217,0.9764
1218,0.9967
1219,0.9505
1220,0.9543
1221,0.8867
1222,0.9686
1223,0.9505
1224,0.9904
1225,0.7389
1226,0.8501
1227,0.965
1228,0.9784
1229,0.986
1230,0.8735
1231,0.9647
1232,0.9924
1233,0.765
1234,0.4373
1235,0.9246
1236,0.9313
1237,0.9556
1238,0.9586
1239,0.4624
1240,0.9624
1241,0.9764
1242,0.9472
1243,0.9921
1244,0.8619
1245,0.1548
1246,0.2644
1247,0.8619
1248,0.936
1249,0.9867
1250,0.9987
1251,-0.296
1252,0.9345
1253,0.9925
1254,0.9736
1255,0.9246
1256,0.9141
1257,0.9929
1258,0.9996
1259,0.9792
1260,0.9943
1261,0.9967
1262,0.9887
1263,0.9937
1264,0.9775
1265,0.9867
1266,0.9937
1267,0.296
1268,-0.296
1269,0.9792
1270,0.9569
1271,0.9569
1272,0.9996
1273,0.9505
1274,0.9844
1275,0.9724
1276,0.9809
1277,0.9982
1278,0.9967
1279,0.9778
1280,0.9899
1281,0.9825
1282,0.9967
1283,0.687
1284,0.8478
1285,0.9724
1286,0.9936
1287,0.9967
1288,0.9371
1289,0.9987
1290,0.793
1291,0.8243
1292,0.9985
1293,0.9833
1294,0.9472
1295,0.765
1296,0.9141
1297,0.9285
1298,0.988
1299,0.9473
1300,0.8462
1301,0.8243
1302,0.9062
1303,0.7541
1304,0.9967
1305,0.9732
1306,0.7772
1307,0.9937
1308,0.7772
1309,0.9906
1310,0.9472
1311,0.9449
1312,0.9929
1313,0.4404
1314,0.9945
1315,0.8974
1316,0.4404
1317,-0.1973
1318,0.8619
1319,0.9936
1320,0.9724
1321,0.9932
1322,0.9997
1323,0.9867
1324,0.9737
1325,0.9932
1326,0.9947
1327,0.9569
1328,0.9764
1329,0.952
1330,0.9962
1331,0.9926
1332,0.9967
1333,0.4404
1334,0.9985
1335,0.9505
1336,-0.296
1337,0.9821
1338,0.9936
1339,0.9992
1340,0.9697
1341,0.96
1342,0.9929
1343,0.9064
1344,0.988
1345,0.9987
1346,0.9809
1347,0.9885
1348,0.9968
1349,0.9724
1350,0.3734
1351,0.7722
1352,0.8735
1353,0.9967
1354,0.9968
1355,-0.296
1356,0.8243
1357,0.9967
1358,0.9967
1359,0.9967
1360,0.9784
1361,0.9285
1362,0.9861
1363,0.9449
1364,0.9921
1365,-0.9578
1366,0.9967
1367,0.8201
1368,0.8834
1369,0.9867
1370,0.972
1371,0.9967
1372,0.9697
1373,0.9439
1374,0.9439
1375,0.9246
1376,0.9472
1377,0.9992
1378,0.9285
1379,0.936
1380,0.9482
1381,0.9473
1382,0.9439
1383,0.1548
1384,0.9852
1385,0.3612
1386,0.9062
1387,0.916
1388,0.9686
1389,0.9633
1390,0.965
1391,0.9724
1392,0.9764
1393,0.9686
1394,0.381
1395,0.9345
1396,0.8201
1397,0.963
1398,0.9472
1399,0.9904
1400,0.9062
1401,0.9472
1402,0.9707
1403,0.9932
1404,0.9929
1405,0.9987
1406,0.9967
1407,0.9784
1408,0.687
1409,0.989
1410,0.9697
1411,0.9745
1412,0.9784
1413,0.8984
1414,0.9937
1415,0.9929
1416,0.9967
1417,0.8619
1418,0.9141
1419,0.765
1420,0.9866
1421,-0.296
1422,0.9987
1423,-0.673
1424,0.9554
1425,0.9932
1426,0.9764
1427,0.9141
1428,0.3612
1429,0.9997
1430,0.9472
1431,0.9246
1432,0.9967
1433,0.9679
1434,0.9924
1435,0.9475
1436,0.9924
1437,0.9141
1438,0.9569
1439,0.6689
1440,0.986
1441,0.9397
1442,0.9904
1443,0.587
1444,0.8243
1445,0.9246
1446,-0.742
1447,0.9852
1448,0.9709
1449,0.9991
1450,0.9967
1451,0.7964
1452,0.9992
1453,0.9967
1454,0.9724
1455,0.9867
1456,0.9929
1457,0.4588
1458,0.5252
1459,0.9638
1460,0.8687
1461,0.9709
1462,0.9743
1463,0.9936
1464,0.8883
1465,0.9624
1466,-0.296
1467,0.9937
1468,0.9997
1469,0.9727
1470,0.7548
1471,0.9967
1472,0.9134
1473,0.952
1474,0.9062
1475,0.9695
1476,0.9439
1477,0.9852
1478,0.979
1479,0.8834
1480,0.9633
1481,-0.673
1482,0.9731
1483,0.989
1484,0.9154
1485,0.9516
1486,0.1546
1487,0.9967
1488,0.9141
1489,0.1546
1490,0.7389
1491,0.9285
1492,0.963
1493,0.957
1494,0.1546
1495,0.9732
1496,0.9371
1497,0.9893
1498,0.9924
1499,0.1546
1500,0.9975
1501,0.9986
1502,0.9833
1503,0.9525
1504,0.8957
1505,0.3612
1506,0.9403
1507,0.9418
1508,0.9763
1509,0.9967
1510,0.9943
1511,0.979
1512,-0.2755
1513,0.4404
1514,0.9246
1515,0.793
1516,0.939
1517,-0.9373
1518,0.9844
1519,0.9966
1520,0.9696
1521,-0.296
1522,0.9795
1523,0.381
1524,0.9852
1525,0.9062
1526,0.9569
1527,0.9338
1528,0.986
1529,0.9822
1530,0.9821
1531,0.9984
1532,0.989
1533,0.9158
1534,0.9001
1535,0.9947
1536,0.9583
1537,0.3612
1538,0.9899
1539,0.986
1540,0.8984
1541,-0.7352
1542,0.1548
1543,0.9707
1544,0.9001
1545,0.9992
1546,0.8448
1547,0.9764
1548,0.965
1549,0.9992
1550,0.9904
1551,0.921
1552,0.9638
1553,0.8977
1554,0.9551
1555,0.9943
1556,0.9565
1557,0.8371
1558,0.9062
1559,0.9784
1560,0.9967
1561,0.9976
1562,0.9967
1563,0.9996
1564,0.9949
1565,-0.296
1566,-0.9808
1567,0.9967
1568,0.9949
1569,0.9813
1570,0.9937
1571,0.9166
1572,0.9686
1573,0.9745
1574,0.9158
1575,0.4762
1576,0.9986
1577,0.9992
1578,0.3612
1579,0.9997
1580,0.9345
1581,0.9765
1582,0.9732
1583,0.9707
1584,0.9943
1585,0.9924
1586,0.7772
1587,0.9987
1588,0.9472
1589,0.3612
1590,0.9246
1591,0.8462
1592,0.9638
1593,0.9992
1594,0.9583
1595,0.9569
1596,0.9844
1597,0.9154
1598,0.9881
1599,0.9958
1600,0.9647
1601,0.9784
1602,0.9967
1603,0.9924
1604,0.9141
1605,0.9822
1606,0.9855
1607,-0.296
1608,0.7469
1609,0.1181
1610,-0.4019
1611,0.9967
1612,0.899
1613,0.9899
1614,0.9141
1615,0.9883
1616,0.9985
1617,0.8625
1618,0.9855
1619,0.6759
1620,0.8516
1621,-0.393
1622,0.985
1623,0.9246
1624,0.9921
1625,0.8516
1626,0.9883
1627,0.9994
1628,0.793
1629,0.1823
1630,0.8957
1631,0.9338
1632,0.986
1633,0.9964
1634,0.1004
1635,0.381
1636,0.9666
1637,0.9424
1638,0.4762
1639,0.9983
1640,0.9134
1641,0.6729
1642,0.381
1643,0.9784
1644,0.8591
1645,0.9994
1646,0.9679
1647,0.9731
1648,0.3612
1649,0.9919
1650,0.9921
1651,0.8867
1652,0.921
1653,0.9246
1654,0.988
1655,0.9743
1656,0.8619
1657,0.9936
1658,0.9932
1659,0.9881
1660,0.899
1661,0.9985
1662,-0.296
1663,0.9932
1664,0.9724
1665,0.9331
1666,0.9783
1667,0.9475
1668,0.9472
1669,0.9967
1670,0.9743
1671,0.8329
1672,0.1546
1673,0.9141
1674,0.3612
1675,0.3571
1676,0.9583
1677,0.9792
1678,0.6759
1679,0.9814
1680,0.9883
1681,0.836
1682,0.9385
1683,0.952
1684,0.7947
1685,0.9996
1686,0.921
1687,0.9631
1688,0.9072
1689,0.9995
1690,0.9297
1691,0.9992
1692,0.9967
1693,-0.296
1694,0.9719
1695,0.9985
1696,0.5252
1697,0.9967
1698,0.836
1699,0.972
1700,0.9331
1701,0.765
1702,0.9108
1703,0.9731
1704,0.9775
1705,0.9932
1706,0.8243
1707,0.9697
1708,0.9992
1709,0.9992
1710,0.9919
1711,0.9433
1712,0.8625
1713,0.9821
1714,0.8966
1715,0.9962
1716,-0.5364
1717,0.9062
1718,0.9943
1719,0.9141
1720,0.9709
1721,0.9472
1722,0.9987
1723,0.9992
1724,0.9141
1725,0.9472
1726,0.9475
1727,0.9987
1728,0.9345
1729,0.9449
1730,0.9985
1731,0.4762
1732,0.5423
1733,0.9062
1734,0.7351
1735,0.9141
1736,0.9731
1737,0.9932
1738,0.5252
1739,0.9285
1740,0.8842
1741,0.9992
1742,0.7964
1743,0.9993
1744,0.793
1745,0.899
1746,0.9246
1747,0.9967
1748,0.7722
1749,0.9985
1750,0.9472
1751,0.9638
1752,0.9967
1753,0.9921
1754,0.8867
1755,0.9062
1756,0.9962
1757,0.9472
1758,0.9964
1759,0.4404
1760,-0.1834
1761,0.9439
1762,0.9967
1763,0.9743
1764,0.9926
1765,0.9439
1766,0.9345
1767,0.9001
1768,0.9995
1769,0.9987
1770,0.9992
1771,0.9881
1772,0.4939
1773,0.9
1774,0.9331
1775,0.9158
1776,0.8717
1777,0.8903
1778,0.9764
1779,0.9731
1780,0.8966
1781,0.9
1782,0.9995
1783,0.997
1784,0.9867
1785,0.8501
1786,0.3734
1787,0.7089
1788,0.9745
1789,0.9919
1790,0.9697
1791,0.8243
1792,0.9936
1793,0.9719
1794,0.4762
1795,0.9
1796,0.9932
1797,0.5252
1798,0.6631
1799,0.9962
1800,0.9679
1801,0.9784
1802,0.9946
1803,0.9439
1804,0.9472
1805,0.9403
1806,0.9924
1807,0.9439
1808,0.9932
1809,0.9472
1810,0.9345
1811,0.8984
1812,0.9709
1813,0.9992
1814,0.9929
1815,0.9936
1816,0.1823
1817,0.9439
1818,-0.296
1819,0.4404
1820,0.9924
1821,0.9996
1822,0.916
1823,0.9987
1824,0.9783
1825,0.1823
1826,0.9647
1827,0.8516
1828,0.8974
1829,0.9246
1830,0.7548
1831,0.9947
1832,0.9154
1833,0.8176
1834,0.9993
1835,0.9433
1836,0.9932
1837,0.9439
1838,0.9731
1839,0.9936
1840,0.9298
1841,0.9962
1842,0.9932
1843,-0.4019
1844,0.9932
1845,0.9745
1846,-0.673
1847,0.4762
1848,0.8966
1849,0.6641
1850,0.9967
1851,0.9936
1852,0.9482
1853,0.9967
1854,0.9924
1855,0.8243
1856,0.9967
1857,0.8687
1858,0.6631
1859,0.9001
1860,0.9141
1861,0.9831
1862,0.4404
1863,0.9993
1864,0.9743
1865,0.9904
1866,0.2644
1867,0.9743
1868,0.1546
1869,0.9997
1870,0.9937
1871,0.9285
1872,0.9719
1873,0.7469
1874,0.9493
1875,0.9331
1876,0.9772
1877,0.3612
1878,0.5252
1879,0.9731
1880,0.9967
1881,0.8448
1882,0.9996
1883,0.9994
1884,0.7964
1885,0.5252
1886,0.9633
1887,-0.7352
1888,-0.673
1889,0.1546
1890,0.4624
